,mean of normalized counts for all samples,log2 fold change (MAP): group cag_female vs wt_female,standard error: group cag_female vs wt_female,Wald statistic: group cag_female vs wt_female,Wald test p-value: group cag_female vs wt_female,BH adjusted p-values,symbol,ENTREZID,CHR,raClass,log2 fold change: Testis vs Ovary,BH adjusted p-Value: Testis vs Ovary
ENSMUSG00000087220,21.7026064222787,5.98902426788444,1.76114087683928,3.4006503094931,0.000672257654284616,0.00317830274321484,NA,NA,chr13,0,8.19086539066896,0.00000665348574722817
ENSMUSG00000046807,254.607029172492,5.97157694870142,0.418553146322338,14.2671892474619,3.50419969545011e-46,6.00810965965355e-44,Lrrc75b,192734,chr10,0,3.23002640507753,0.000000000000507365072769493
ENSMUSG00000047216,95.9605607056376,5.95067584069286,0.532312798522137,11.1789080728732,5.17224457734386e-29,3.6926889361024e-27,Cdh19,227485,chr1,0,0.990832181959068,0.185701956568726
ENSMUSG00000030638,2112.81289856243,5.93950375056646,0.266984202152905,22.2466486880929,1.21542405479877e-109,2.29228976735047e-106,Sh3gl3,20408,chr7,0,6.86448488465241,3.36315363046393e-144
ENSMUSG00000026220,67.2805811536963,5.92165187105725,0.767573790778045,7.71476559283612,0.0000000000000121204786479753,0.000000000000310306190906084,Slc16a14,71781,chr1,0,5.62625496901128,0.00000000000125375804825554
ENSMUSG00000023964,10.02059737447,5.92136798682669,1.50367148124739,3.93793994278226,0.00008218415682626,0.00049219154201956,Calcr,12311,chr6,0,1.17508637071126,0.57760016483308
ENSMUSG00000090567,13.6211739012435,5.92023870106471,1.38659302149172,4.26962966732346,0.0000195797794054091,0.000134935921895012,NA,NA,chr6,0,3.86154580642996,0.0118260714815304
ENSMUSG00000024565,99.4888191136302,5.90221487326427,0.60836691006614,9.70173554084754,2.96413056078873e-22,1.41827067339895e-20,Sall3,20689,chr18,0,5.54015942557863,8.7669755531237e-19
ENSMUSG00000062209,353.692612003205,5.88486984938174,0.966417115188392,6.08936840717536,0.0000000011335699516861,0.0000000164454840683075,Erbb4,13869,chr1,1,1.76604740799016,0.0989091463068792
ENSMUSG00000022715,2297.06505630168,5.87501844589063,0.337359053569751,17.414734786941,6.37837802281368e-68,2.67324910022813e-65,Cldn26,74720,chr16,0,2.03043784301981,0.00000000894551497022217
ENSMUSG00000081282,5.10329588792456,5.87353575576106,1.98295336033191,2.96201407116199,0.0030563381600962,0.011844868611926,NA,NA,chr5,0,5.08911288562717,0.0180231841825178
ENSMUSG00000062296,8542.56292925082,5.87329041260351,0.712677759458125,8.24115855259632,1.70551038638096e-16,5.20203653161373e-15,Trank1,320429,chr9,0,2.99756426173827,0.0000555682166459988
ENSMUSG00000073027,405.397560207069,5.86720865381142,0.377165853332529,15.5560441168532,1.44774849368426e-54,3.80993533826305e-52,Dmrtc1b,632708,chrX,0,5.22026801317971,6.60867365361287e-42
ENSMUSG00000071047,83.267352696434,5.85582969071709,0.963831727864241,6.07557265591687,0.00000000123546024743262,0.0000000177981771609771,Ces1a,244595,chr8,0,7.8640659499239,9.54377508354616e-16
ENSMUSG00000026822,2460.56424419872,5.84753948402608,0.395686948672953,14.7781965102398,2.02516601772795e-49,4.05606701886893e-47,Lcn2,16819,chr2,0,5.71872672083021,3.21463011404743e-46
ENSMUSG00000046008,9.4199429169197,5.84142872395464,1.8981222064627,3.07747767981737,0.00208760471826504,0.00851444764530084,Pnlip,69060,chr19,0,6.61049763362209,0.000929607171593884
ENSMUSG00000021679,19.0997119492911,5.82540431510307,1.17153572549514,4.9724512776945,0.000000661115896795063,0.00000603901767437745,S100z,268686,chr13,0,3.73789765931657,0.0037912829579268
ENSMUSG00000082783,38.8243574126312,5.8212410572452,0.906903718462507,6.41880823591073,0.0000000001373452852928,0.00000000224109480659456,NA,NA,chrX,0,5.38689764599188,0.0000000118112512825833
ENSMUSG00000031428,465.13666980969,5.81072816186064,0.285943379224765,20.3212544302106,8.34174099242051e-92,6.99223267186893e-89,Zcchc18,66995,chrX,0,2.56909096238383,2.0324888626279e-16
ENSMUSG00000079432,719.370007394681,5.80194546777087,0.559127620924777,10.3767820630551,3.16255905749142e-25,1.89351948648534e-23,Gm15023,100040635,chrX,0,9.64726981479924,9.17614547323241e-67
ENSMUSG00000024176,1008.46853992486,5.72827972144515,0.27322245982977,20.9656253187023,1.35133600921136e-97,1.52917182802357e-94,Sox8,20681,chr17,0,3.19977306929628,1.69136451140119e-29
ENSMUSG00000023263,102.23116832127,5.70748335446923,1.02524540002565,5.56694363547153,0.0000000259246205576475,0.000000309454647922298,9530002B09Rik,77432,chr4,0,8.2404130985953,2.39599701797729e-15
ENSMUSG00000075555,43.2249541347925,5.70600977591655,0.81862891666961,6.97020305504238,0.00000000000316483857205347,0.0000000000634425390280904,Gm10863,100041655,chr15,0,5.00893564274169,0.00000000481489471880426
ENSMUSG00000087206,6.64325227272347,5.69806636845268,1.93790712889679,2.94031962806003,0.00327873833843522,0.0125599874873842,NA,NA,chr7,0,6.00507161612179,0.00352214838248255
ENSMUSG00000086056,29.1711348950986,5.687042946821,1.07097301026224,5.3101645814851,0.000000109526282647007,0.00000116869346009762,Gm4846,226601,chr1,0,5.76855547996012,0.000000218638455920723
ENSMUSG00000036502,7440.34977920747,5.6869951510088,0.429125417353646,13.2525246024337,4.36276129152541e-40,5.74058218312809e-38,Tmem255a,245386,chrX,0,1.71857328647919,0.000133883712221124
ENSMUSG00000028255,23.5639046609447,5.68115117581455,1.03479760852727,5.49010852846869,0.0000000401686846136891,0.000000461470898567011,Clca3,23844,chr3,0,3.01705207763186,0.0101047975401204
ENSMUSG00000031384,1223.9997861198,5.66882599086548,0.437315652319563,12.9627786263709,1.9890956979362e-38,2.52905695706135e-36,Asb9,69299,chrX,0,9.22384237331374,7.95629853078642e-99
ENSMUSG00000078302,10.008495337439,5.66778140060761,1.68658724663781,3.36050293983087,0.000778007027308271,0.00361370039120663,Foxd1,15229,chr13,0,2.04528544104604,0.318862959916915
ENSMUSG00000077057,213.386540224698,5.65400346349319,0.57046794904477,9.91116761767358,3.72269820547756e-23,1.90615623951059e-21,NA,NA,chr13,0,5.89942803210392,3.44751798481503e-24
ENSMUSG00000072932,121.12881571381,5.65150654423881,0.827107730513477,6.83285421686278,0.00000000000832415390136558,0.000000000158047190516532,NA,NA,chrX,0,7.48042269379773,5.03361857635935e-19
ENSMUSG00000053747,9.57615818697379,5.64911656686159,1.91221306781614,2.95422966297016,0.00313450642834744,0.0120955071587996,Sox14,20669,chr9,0,6.69420351655707,0.000853861493902141
ENSMUSG00000017400,633.483538382925,5.6440906204639,0.511720490886695,11.029635750337,2.74976482247467e-28,1.90313998355494e-26,Stac2,217154,chr11,0,3.26601790414047,0.00000000077880628704515
ENSMUSG00000041293,27.7289305938575,5.61964645250422,0.888416965690902,6.32546053207566,0.00000000025247843499531,0.00000000400988908127288,Gpr110,77596,chr17,0,2.24467594715922,0.035984716410698
ENSMUSG00000086118,64.8731852257032,5.61107634309356,0.745495855711334,7.52663653339777,0.0000000000000520640352602957,0.0000000000012482131843337,Gm14169,100504350,chr2,0,4.12277044588193,0.000000164320114238931
ENSMUSG00000032268,112.509923933764,5.57917430420179,0.551691243644979,10.1128563638977,4.84506966491858e-24,2.64863808348883e-22,Tmprss5,80893,chr9,0,2.32251402346777,0.000186349837944702
ENSMUSG00000063646,813.6496195181,5.5627825555677,0.259722455625667,21.4181809661665,9.04526943386483e-102,1.13729187681794e-98,Jakmip1,76071,chr5,0,3.69765503544448,3.08629846403782e-43
ENSMUSG00000026224,46.8134251685496,5.56095178336148,0.812285641134776,6.84605451795595,0.00000000000759145582175966,0.000000000144742904935185,4933407L21Rik,71141,chr1,0,4.86799322347365,0.00000000976155755052307
ENSMUSG00000086040,2836.38345955246,5.55007177360456,0.279400127105339,19.8642421215223,8.29953619955826e-88,5.86984697713758e-85,Wipf3,330319,chr6,0,3.32620978308725,2.10879134115788e-31
ENSMUSG00000046490,134.895152064371,5.53009163859015,0.599222564624538,9.22877736097138,2.73738519316878e-20,1.14939706292756e-18,Rnf222,320040,chr11,0,3.14731306778305,0.00000086512468521293
ENSMUSG00000083302,13.5274333531828,5.51875329684982,1.90559211638594,2.89608319083333,0.00377852218159547,0.014174625230212,NA,NA,chrX,0,7.29360446795986,0.000238895847350451
ENSMUSG00000052387,308.375607353823,5.47580021167359,0.42439049507586,12.9027399887804,4.34373169355297e-38,5.43134451317629e-36,Trpm3,226025,chr19,0,2.4750563691367,0.0000000579884714169559
ENSMUSG00000028940,12.9634807086847,5.47213539604857,1.87261940816141,2.92218235707664,0.00347587964966132,0.0131945837355141,Hes2,15206,chr4,0,7.39002456509364,0.000145582699061779
ENSMUSG00000068522,7250.1505466534,5.46543727143857,0.177612031001387,30.7717739649962,6.25399445260438e-208,7.07702012256712e-204,Aard,239435,chr15,0,3.28158672931513,4.86040746516225e-74
ENSMUSG00000055114,37.3829355947398,5.43501030310876,0.915191789763966,5.93865719065343,0.0000000028736604146515,0.0000000396323476565465,NA,NA,chr15,0,4.44203232488971,0.00000430264750058151
ENSMUSG00000086810,9.35431803684491,5.42648966387253,1.88923743609965,2.87231745474807,0.00407473414236566,0.0151477304714224,NA,NA,chr4,0,6.90535474369866,0.000465083913112083
ENSMUSG00000020333,1279.9246490035,5.4215581902131,0.393913849547835,13.763309404928,4.23679605167775e-43,6.39247788277138e-41,Acsl6,216739,chr11,0,7.45497503814421,5.92388009271452e-79
ENSMUSG00000049608,749.416367891909,5.42035079622479,0.858925681887365,6.31061675128209,0.000000000277925657056862,0.00000000438634133229491,Gpr55,227326,chr1,0,3.02830404761234,0.000824408367494341
ENSMUSG00000060814,296.548809179912,5.41804915348532,0.533638371765375,10.153035164172,3.21215025319605e-24,1.79057597365352e-22,NA,NA,chr7,0,3.68741956830648,0.0000000000282426191872355
ENSMUSG00000031966,2271.80446942386,5.39249552740559,0.441502491023088,12.2139639912555,2.61815337362792e-34,2.65713215928014e-32,Glb1l3,70893,chr9,0,4.81147349686365,8.5878039093118e-27
ENSMUSG00000066108,111.238915721539,5.38508325208577,0.627983859558837,8.5751937253114,9.89201508891132e-18,3.34642878164785e-16,Muc5b,74180,chr7,1,6.05660750536195,2.91521421373504e-21
ENSMUSG00000032532,16.2539412758307,5.3692919347444,1.15947433908203,4.63079841766513,0.00000364258376643796,0.0000291200832928378,Cck,12424,chr9,0,-1.94884033208102,0.409130104047251
ENSMUSG00000074852,20.9139186889318,5.35163944968977,1.79140069069783,2.98740503868236,0.00281356687539708,0.0110453851732848,Hpse2,545291,chr19,0,8.29601824221831,0.0000064998118092335
ENSMUSG00000036899,6.29385544364844,5.34877206435689,1.95088821950745,2.74171119127846,0.00611200555363779,0.021392964690679,Trpv5,194352,chr6,0,6.15372619712256,0.00284006300615618
ENSMUSG00000067360,599.420625064756,5.34328600223002,0.603168820459393,8.85869066998589,8.09596727369164e-19,2.97931595671852e-17,Pramel3,83565,chrX,0,9.62169753858113,1.08642307910214e-57
ENSMUSG00000092904,127.455331966132,5.33072349681457,0.63671219134093,8.37226547459057,5.65209340176146e-17,1.79408384107525e-15,NA,NA,chr13,0,5.53091243764037,2.16406905932593e-17
ENSMUSG00000026442,154.767900807286,5.3278134232511,0.513654012718319,10.3723776926334,3.31180053712038e-25,1.97764300148044e-23,Nfasc,269116,chr1,0,1.54426733070165,0.0097919100636316
ENSMUSG00000025789,1330.77320948351,5.3100622230117,0.382457835021951,13.8840461268284,7.91470081987846e-44,1.24392714552423e-41,St8sia2,20450,chr7,0,3.84171995381007,8.46160457601383e-23
ENSMUSG00000031853,1915.09720241906,5.30285142161651,0.257009602629539,20.6328921852005,1.39078115301542e-94,1.36852865456717e-91,BC021891,234878,chr8,0,1.81776807898924,0.0000000000183128311492686
ENSMUSG00000074596,9.3071300380402,5.29962971642212,1.54516573592833,3.42981312178665,0.000603997085475592,0.00289857125497956,Spint3,629747,chr2,0,3.95926372701773,0.0195822022862382
ENSMUSG00000067276,2229.55036283569,5.29013105233691,0.213201202790709,24.8128574468223,6.51335255603862e-136,3.68525487620665e-132,Capn6,12338,chrX,0,1.94285325669561,4.07475568397177e-18
ENSMUSG00000045314,24.8407922308776,5.27942765970591,0.893332256506847,5.90981420546684,0.00000000342493805422423,0.0000000466665852156548,Sowahb,78088,chr5,0,-0.0569373124632589,0.971450258069154
ENSMUSG00000089684,7.01395233421053,5.26160679193899,1.53178030875923,3.43496176432834,0.000592637440614037,0.00284949448820414,NA,NA,chr2,0,2.40823628181825,0.191711317261522
ENSMUSG00000005220,995.548016638564,5.25393756530476,0.496070301799733,10.5911149009396,3.27665725324948e-26,2.10674167487336e-24,Corin,53419,chr5,0,5.48637288422837,1.42792778032426e-27
ENSMUSG00000085391,62.8077445262573,5.2398122024002,0.919048567230885,5.70134418269959,0.0000000118866358542322,0.000000150121842998317,NA,NA,chr1,0,6.95958628362209,0.0000000000000974820650380591
ENSMUSG00000034872,188.624030328577,5.23336007066144,0.443401563775411,11.8027551055553,3.77737977220903e-32,3.28806380787056e-30,Gipc3,209047,chr10,0,2.8711070732913,0.00000000146346954661538
ENSMUSG00000024992,7.14023616111644,5.22468977034459,1.94024696368138,2.69279626158073,0.00708555529055332,0.0242162922585024,Pde6c,110855,chr19,0,6.44503603003665,0.00156655159699771
ENSMUSG00000033860,7.14023616111644,5.22468977034459,1.94024696368138,2.69279626158073,0.00708555529055332,0.0242162922585024,Fgg,99571,chr3,0,6.44503603003665,0.00156655159699771
ENSMUSG00000024987,107.325360170339,5.22102226560766,0.489525607465103,10.6654732377404,1.47645498435328e-26,9.62972023224308e-25,Cyp26a1,13082,chr19,0,2.70218371377378,0.000000523921650328018
ENSMUSG00000064669,5.79461564206252,5.21372578145536,1.68766824166655,3.08930727777805,0.00200623821882584,0.00822855805880143,NA,NA,chr2,0,-0.856930382741107,0.757940594808197
ENSMUSG00000042182,198.136788674954,5.20561536406204,0.486376629536217,10.7028484675052,9.86967211817921e-27,6.45579246759052e-25,Bend6,320705,chr1,0,2.41042288041454,0.0000046998551545462
ENSMUSG00000072575,10.0144398770192,5.19976928322963,1.47268940522857,3.53079832364422,0.000414307514655413,0.00207309477596315,Eddm3b,219026,chr14,0,-1.45374794287405,0.570481467628959
ENSMUSG00000001260,6.46263074267514,5.19561481531559,1.66952714600677,3.11202775453076,0.00185807029485572,0.00774295841541955,Gabrg1,14405,chr5,0,1.19849606777917,0.592415123688484
ENSMUSG00000042246,2242.25232338707,5.15999943034103,0.320038877537636,16.1230393945943,1.75748633261538e-58,5.3750581999664e-56,Tmc7,209760,chr7,0,7.42801461457373,2.93100704070433e-118
ENSMUSG00000031089,679.764402478371,5.15878153477381,0.323539329244381,15.9448359703966,3.09451594657028e-57,8.86520062060488e-55,Slc6a14,56774,chrX,0,2.29164845851826,0.0000000000208134396342899
ENSMUSG00000040205,59.3393222825562,5.15656043045454,0.998308029430061,5.16529996598189,0.000000240053630937868,0.0000024103344167639,Cuzd1,16433,chr7,0,7.43165046696361,0.000000000000208541261034756
ENSMUSG00000045763,2443.30103171949,5.14828990884522,0.848593426471542,6.0668510363695,0.00000000130442437261615,0.0000000186964739715318,Basp1,70350,chr15,0,2.49417880161076,0.00567019430941726
ENSMUSG00000046215,31.5216721385477,5.14685062477995,1.07287962854092,4.79723026503869,0.00000160874628776624,0.0000137393003715946,Rprml,104582,chr11,0,6.07479295133607,0.000000038934795567389
ENSMUSG00000006179,57.834480260562,5.13382822376474,0.598848190555199,8.57283749827332,1.00965925868809e-17,3.41053855860132e-16,Prss16,54373,chr13,0,1.26760892756104,0.100113390024552
ENSMUSG00000079387,107.716768757968,5.13333703310362,0.905481471129751,5.66917954345202,0.0000000143482946605924,0.000000178914933751255,Luzp4,434865,chrX,0,7.89922213275708,5.56345812089268e-18
ENSMUSG00000072922,102.396308847364,5.11219764359072,0.781692117999703,6.5399119754111,0.0000000000615550521607692,0.00000000105538934886555,NA,NA,chrX,0,7.35816823160753,1.06662977405994e-20
ENSMUSG00000030827,15.8252714443221,5.1073368890861,1.83504551163753,2.78322082841886,0.00538221592716279,0.0192129827860486,Fgf21,56636,chr7,0,7.90337725357914,0.000028256744088251
ENSMUSG00000038751,24.0039059447389,5.10511666337534,0.930072451904481,5.48894513854459,0.0000000404341174375494,0.000000464049161179826,Ptk6,20459,chr2,0,3.7491388469098,0.000192652996212524
ENSMUSG00000001497,58.4290845681073,5.10084768054538,0.977377382579418,5.21891315623001,0.000000179976121933629,0.00000185062225879232,Pax9,18511,chr12,0,7.4315844537912,0.0000000000000577193324604394
ENSMUSG00000006731,932.263474154522,5.0871706653236,0.231544452327448,21.9706005226563,5.50360695489979e-107,9.58135635409939e-104,B4galnt1,14421,chr10,0,3.90385868543397,6.59277061031571e-61
ENSMUSG00000038860,3395.96799893145,5.0680250087685,0.219478947672831,23.0911668864168,5.67992838954546e-118,1.42831265902437e-114,Garnl3,99326,chr2,0,3.7836872900212,8.693790437479e-65
ENSMUSG00000053007,93.2915590477612,5.06410821833087,0.488394320184629,10.3688925301516,3.43482315896096e-25,2.04570836141064e-23,Creb5,231991,chr6,0,-0.932521083254105,0.283672148006125
ENSMUSG00000044312,7.49355239008877,5.06343406089476,1.54407866946014,3.27925912134068,0.00104080020881693,0.00466535756109025,Neurog3,11925,chr10,0,3.58211141501086,0.0373831428866244
ENSMUSG00000026062,583.488259077963,5.05443957835205,0.333808237911042,15.1417460814704,8.59023127137467e-52,1.90602072680149e-49,Slc9a2,226999,chr1,0,3.56525628252065,3.42608928165384e-25
ENSMUSG00000044597,9.87944523514868,5.04463226699687,1.94752704253112,2.59027585077359,0.00958990518808953,0.0312780997574351,Mycs,17870,chrX,0,6.98025568884019,0.00058531648844189
ENSMUSG00000054594,58.23293145926,5.0376276400354,0.783104978504031,6.4328893038821,0.000000000125200834757263,0.00000000205776709675118,Oscar,232790,chr7,0,3.5345296294771,0.0000223694235482196
ENSMUSG00000064016,128.826475359676,5.03661535427366,0.586232964511072,8.59149119748712,8.58477868792105e-18,2.912904216867e-16,Gm648,270599,chrX,0,4.78528215090665,2.13807499181801e-15
ENSMUSG00000032860,333.134345808325,5.02787584665839,0.371589133783288,13.5307397056198,1.02982145442112e-41,1.44763473021483e-39,P2ry2,18442,chr7,0,1.43488830669532,0.00061989626873514
ENSMUSG00000079105,2009.11278846094,5.02500116653982,0.479665892108135,10.4760443659125,1.11302218274065e-25,6.93937136082269e-24,C7,109828,chr15,0,4.75905164293084,1.99668334060196e-22
ENSMUSG00000031385,75.9897135027953,5.01670627862991,0.675603830924242,7.42551484908979,0.000000000000112342063382207,0.00000000000258386745779077,Plxnb3,140571,chrX,0,-0.330862365204823,0.747732690224812
ENSMUSG00000016624,261.515399128944,5.01668361040358,0.465875648452502,10.7682889781157,4.85947937305831e-27,3.21578178862736e-25,Phf21b,271305,chr15,0,3.22786379923473,0.0000000000336087921159873
